SKU,Category,Weight (lbs),Volume (cubic ft),Total Inventory Picks,7AM - 8AM,8AM - 9AM,9AM -10AM,10AM - 11AM,11AM - 12PM,12PM - 1PM,1PM - 2PM,2PM - 3PM,3PM - 4PM,4PM - 5PM,5PM - 6PM,6PM - 7PM,7PM - 8PM
41130,Sports,12.31,5.11,243,6,24,41,18,17,16,23,19,19,15,25,15,5
26292,Electronics,19.37,2.28,224,0,0,0,0,3,10,32,36,51,31,40,12,9
61178,Clothing,0.44,4.67,213,0,0,0,0,5,4,32,37,46,31,47,10,1
11018,Office,1.66,4.47,110,3,14,9,8,8,18,20,13,11,4,2,0,0
52107,Office,2,4.68,114,8,9,9,13,15,11,15,16,13,3,2,0,0
13709,Electronics,9.97,0.99,111,1,9,10,13,8,25,18,13,9,4,1,0,0
34396,Medical,1.45,1.72,486,36,63,65,80,73,53,47,38,20,6,5,0,0
23057,Hygiene,2.45,0.28,249,0,0,0,0,3,4,33,39,56,45,49,15,5
35806,Electronics,5.81,3.17,250,7,18,41,18,25,15,22,25,21,15,17,20,6
13675,Home,46.73,26.25,295,143,56,51,27,17,0,1,0,0,0,0,0,0
82929,Home,35.78,31.82,126,3,9,8,8,15,25,21,18,15,2,2,0,0
97740,Home,2.82,49.37,438,41,47,64,83,59,70,32,20,11,6,5,0,0
95495,Medical,0.79,1.88,181,0,0,0,0,0,3,24,31,25,43,36,18,1
53447,Sports,4.21,5.71,367,196,90,38,19,17,3,4,0,0,0,0,0,0
86325,Sports,12.12,0.42,260,5,21,50,18,15,28,25,16,18,22,17,19,6
38862,Sports,12.95,12.51,326,160,71,60,16,9,7,3,0,0,0,0,0,0
42169,Office,4.01,3.01,230,0,0,0,0,2,4,18,31,53,51,54,15,2
68888,Medical,1.67,3.66,142,8,9,15,17,20,11,24,24,9,3,2,0,0
74070,Clothing,0.44,4.96,518,45,69,79,81,72,53,59,35,13,10,2,0,0
76267,Sports,6.92,21.62,281,112,89,61,11,4,1,3,0,0,0,0,0,0
30931,Office,2.43,3.55,201,0,0,0,0,0,4,40,30,33,51,24,11,8
94322,Office,4.08,5.23,245,107,61,44,10,19,2,2,0,0,0,0,0,0
59990,Home,36.86,25.08,340,194,60,46,22,11,4,3,0,0,0,0,0,0
34305,Medical,1.98,0.78,194,0,0,0,0,2,9,14,23,26,38,60,16,6
52884,Clothing,0.47,0.67,222,86,72,34,14,8,8,0,0,0,0,0,0,0
13015,Electronics,16.48,4.03,347,195,70,42,16,19,1,4,0,0,0,0,0,0
16478,Medical,2.89,2.04,372,198,91,49,17,9,6,2,0,0,0,0,0,0
72379,Clothing,0.56,2.93,466,40,50,66,95,63,60,41,24,17,8,2,0,0
85561,Home,53.09,21.91,451,33,42,71,107,65,55,30,31,10,6,1,0,0
16418,Clothing,0.29,3.38,484,52,48,66,83,69,57,46,37,14,7,5,0,0
34026,Electronics,6.08,1.52,298,80,98,69,23,18,9,1,0,0,0,0,0,0
39306,Hygiene,1.94,0.73,347,185,78,44,30,4,6,0,0,0,0,0,0,0
81690,Clothing,0.59,3.28,235,94,49,56,24,11,1,0,0,0,0,0,0,0
75889,Hygiene,1.11,0.47,287,8,28,50,23,29,28,21,16,15,19,24,18,8
88958,Office,6.63,2.44,500,45,63,64,105,67,52,39,32,20,8,5,0,0
74234,Home,51.8,40.26,132,2,13,12,14,16,17,20,21,11,3,3,0,0
86154,Home,35.49,11.61,281,5,29,41,27,20,30,25,23,23,15,16,20,7
86060,Sports,15.89,0,111,7,6,11,8,9,16,18,20,10,6,0,0,0
25293,Home,22.55,26.56,504,32,68,79,108,77,49,32,36,13,7,3,0,0
46140,Hygiene,3.88,0.64,125,4,6,10,15,14,25,13,16,14,6,2,0,0
32477,Office,6.37,4.31,129,9,12,7,10,20,23,21,14,12,1,0,0,0
81736,Clothing,0.41,4.52,263,7,30,43,23,15,17,25,19,25,16,20,17,6
17050,Home,4.3,19.98,269,4,20,47,18,24,23,15,25,24,22,25,15,7
70037,Electronics,8.79,3.21,299,90,96,69,20,14,7,3,0,0,0,0,0,0
76963,Office,4.84,1.49,270,4,24,48,20,27,16,17,21,22,25,22,17,7
10800,Home,17.67,46.54,264,4,27,48,18,29,18,25,19,18,15,23,15,5
63654,Sports,4.02,3.29,117,1,5,8,7,9,24,27,18,15,1,2,0,0
83702,Sports,6.4,10.59,260,114,65,36,23,15,6,1,0,0,0,0,0,0
92103,Sports,17.83,11,301,132,48,70,23,17,6,5,0,0,0,0,0,0
91169,Sports,22.27,13.9,237,123,58,35,10,4,7,0,0,0,0,0,0,0
49281,Clothing,0.5,6.07,120,6,10,13,15,8,21,15,10,15,6,1,0,0
37794,Medical,0.56,1.22,121,10,6,13,11,13,11,17,21,14,2,3,0,0
32064,Clothing,0.29,7.39,323,175,43,70,14,8,10,3,0,0,0,0,0,0
34421,Hygiene,2,0.53,476,54,52,79,86,52,54,48,27,17,5,2,0,0
60731,Electronics,1.36,2,458,42,41,74,81,71,69,35,23,12,7,3,0,0
93262,Electronics,10.4,1.51,398,188,95,64,22,17,10,2,0,0,0,0,0,0
34730,Electronics,11.48,0.77,208,0,0,0,0,5,3,18,26,27,60,53,14,2
99567,Clothing,0.65,5.64,288,7,25,46,25,29,26,23,18,22,18,24,17,8
89050,Hygiene,1.05,0.56,419,40,43,63,82,50,42,36,32,20,10,1,0,0
83713,Hygiene,0.9,0.38,273,95,86,59,10,20,3,0,0,0,0,0,0,0
69112,Hygiene,3.09,0.45,268,4,17,40,19,21,28,24,20,25,20,24,20,6
84934,Office,6.23,6.62,205,0,0,0,0,0,4,40,29,37,37,39,18,1
48338,Electronics,10.63,2.36,222,0,0,0,0,2,6,35,31,55,48,22,20,3
11378,Clothing,0.6,6.45,118,4,9,9,12,16,21,13,14,15,4,1,0,0
44113,Hygiene,0.39,0.42,256,6,22,43,15,20,29,19,17,20,24,15,18,8
96167,Home,23.69,2.88,117,7,8,12,15,11,15,19,14,10,6,0,0,0
88193,Hygiene,3.96,0.54,350,171,75,67,10,16,10,1,0,0,0,0,0,0
41958,Home,34.62,15.46,103,5,9,10,11,14,14,12,10,16,1,1,0,0
72609,Office,2.88,3.82,477,40,42,56,93,75,65,46,38,10,8,4,0,0
24729,Office,1.09,0.56,263,5,20,43,29,17,24,20,21,18,24,19,15,8
89710,Electronics,10.3,2.11,108,5,13,8,14,8,16,12,22,7,1,2,0,0
39073,Clothing,0.51,8.71,208,0,0,0,0,5,4,31,20,38,44,47,15,4
67458,Hygiene,1.79,0.63,508,43,60,64,109,60,68,40,35,19,10,0,0,0
47688,Sports,7.96,5.86,509,49,66,55,92,65,54,58,39,17,9,5,0,0
80557,Home,71.7,74.08,447,36,42,59,86,51,69,49,38,10,7,0,0,0
34900,Sports,18.8,24.52,267,5,19,46,24,28,15,23,15,25,23,23,17,4
14394,Hygiene,2.59,0.45,483,46,68,63,103,60,56,36,27,14,10,0,0,0
14820,Electronics,11.59,2.6,496,52,49,79,106,50,50,52,37,11,10,0,0,0
20172,Medical,1.75,3.05,244,81,66,49,30,11,2,5,0,0,0,0,0,0
23673,Medical,1.95,1.47,304,116,81,56,27,18,5,1,0,0,0,0,0,0
91885,Electronics,11.1,1.51,125,1,5,13,17,14,24,20,16,11,4,0,0,0
66060,Medical,1.04,0.97,275,5,28,41,17,30,22,23,22,21,17,24,18,7
13161,Electronics,2.53,2,263,7,20,45,27,29,24,16,24,15,19,15,16,6
92232,Clothing,0.55,5.06,191,0,0,0,0,1,5,27,23,27,52,33,15,8
58009,Electronics,7.18,1.23,267,8,20,42,25,21,19,24,15,24,25,24,16,4
28211,Office,7.86,1.79,474,40,51,62,99,79,49,39,22,19,9,5,0,0
72524,Clothing,0.57,2.11,246,5,16,41,26,15,28,17,19,16,25,17,15,6
56746,Sports,21.88,13.42,261,92,64,56,30,5,10,4,0,0,0,0,0,0
24439,Sports,16.57,9.92,206,0,0,0,0,3,6,13,21,50,60,38,12,3
48926,Hygiene,3.58,0.41,312,138,89,47,22,13,1,2,0,0,0,0,0,0
54956,Electronics,19.8,2.35,125,5,13,9,7,19,12,24,13,16,6,1,0,0
18649,Clothing,0.51,7.15,286,7,23,50,27,29,18,25,16,19,25,25,15,7
66718,Sports,11.12,11.26,125,1,14,12,12,10,11,28,22,11,1,3,0,0
52906,Home,25.8,25.81,320,148,100,34,18,14,2,4,0,0,0,0,0,0
55148,Home,9.49,60.15,332,189,46,56,21,9,6,5,0,0,0,0,0,0
59212,Electronics,18.62,1.65,114,6,7,11,13,12,12,18,16,13,3,3,0,0
67033,Office,0.21,7.04,266,4,27,43,19,17,30,21,23,19,17,22,18,6
55244,Home,9.81,61.07,378,182,94,59,19,17,2,5,0,0,0,0,0,0
53266,Hygiene,2.8,0.46,246,0,0,0,0,4,9,32,37,52,41,50,17,4
70288,Hygiene,2.15,0.38,485,39,46,77,104,61,53,53,27,16,8,1,0,0
91780,Hygiene,3.22,0.52,217,0,0,0,0,2,8,28,36,35,57,38,12,1
26705,Sports,16.09,3.82,484,58,70,58,97,57,70,30,21,17,5,1,0,0
16742,Home,19.19,39.46,273,90,98,53,16,7,5,4,0,0,0,0,0,0
15894,Electronics,11.04,2.71,344,161,94,37,23,19,8,2,0,0,0,0,0,0
27686,Hygiene,3.04,0.62,208,0,0,0,0,2,4,12,22,23,60,55,20,10
53744,Hygiene,1.28,0.42,203,0,0,0,0,1,6,22,37,44,38,38,14,3
22996,Hygiene,1.52,0.51,526,42,60,57,106,75,70,56,31,19,5,5,0,0
71376,Home,96.75,63.42,134,3,13,14,10,10,16,27,22,10,6,3,0,0
76401,Hygiene,3.63,0.32,473,59,54,59,87,58,56,54,25,10,9,2,0,0
71511,Hygiene,2.56,0.54,467,60,51,51,106,59,52,33,33,11,8,3,0,0
54021,Home,39.9,25.22,275,4,25,46,26,17,27,23,24,17,17,22,20,7
84519,Sports,8.89,16.64,117,1,6,14,8,16,21,21,19,10,1,0,0,0
61216,Hygiene,1.31,0.5,469,33,70,71,80,76,47,38,26,20,7,1,0,0
95296,Home,24.06,26.09,211,0,0,0,0,0,2,34,35,46,31,46,16,1
34063,Home,66.05,43.76,218,0,0,0,0,4,5,37,28,47,46,33,12,6
95021,Sports,6.67,16.61,463,48,57,51,96,69,64,32,29,12,5,0,0,0
95919,Sports,12.88,5.59,453,51,40,65,86,62,67,31,26,15,10,0,0,0
68650,Sports,16.54,17.39,139,3,12,13,13,12,17,26,25,12,4,2,0,0
96549,Office,0.06,6.89,341,164,95,55,16,11,0,0,0,0,0,0,0,0
38111,Electronics,5.48,2.44,213,0,0,0,0,4,2,30,34,35,60,27,18,3
38792,Sports,8.3,19.11,253,8,16,41,18,20,15,23,15,25,23,25,20,4
53715,Electronics,5.01,0.17,514,59,65,56,105,61,69,40,24,20,10,5,0,0
19048,Electronics,15.27,3.01,205,0,0,0,0,0,10,35,31,46,41,29,12,1
59122,Medical,1.89,1.71,148,7,13,11,8,18,22,28,24,9,5,3,0,0
26487,Hygiene,1.13,0.58,203,0,0,0,0,3,9,32,37,23,56,22,19,2
35131,Electronics,1.46,0.69,212,0,0,0,0,0,8,28,29,45,52,34,14,2
94548,Hygiene,1.82,0.47,472,35,69,70,84,63,48,34,39,20,6,4,0,0
94830,Office,4.79,1.21,498,31,52,79,90,77,61,58,27,15,7,1,0,0
76974,Electronics,12.93,3.06,452,58,57,52,90,51,42,49,31,15,7,0,0,0
99921,Medical,3.35,1.39,178,0,0,0,0,1,6,25,23,20,52,33,11,7
74806,Clothing,0.47,6.08,260,5,15,48,18,19,20,25,23,23,25,15,19,5
11233,Hygiene,1.43,0.51,508,49,66,55,87,78,66,52,33,15,7,0,0,0
46218,Sports,19.33,5.67,219,0,0,0,0,3,3,28,27,31,59,46,13,9
84350,Home,49.58,28.35,519,44,44,72,102,69,67,59,34,18,5,5,0,0
49090,Office,3.49,7.21,449,37,50,66,91,67,53,30,28,17,9,1,0,0
21949,Office,3.54,3.58,169,0,0,0,0,0,3,30,36,20,36,24,15,5
92417,Medical,2.77,0.58,105,6,9,6,14,10,23,12,12,9,4,0,0,0
23764,Electronics,11.82,0.09,292,5,15,45,29,30,29,23,23,18,25,25,19,6
42841,Medical,1.28,2.25,200,0,0,0,0,1,4,12,39,30,45,50,13,6
37858,Clothing,0.71,4.11,497,56,67,59,102,65,56,50,20,14,7,1,0,0
79094,Sports,10.75,16.56,135,6,8,11,13,11,23,23,19,16,2,3,0,0
78084,Hygiene,1.11,0.79,201,0,0,0,0,0,4,14,26,37,58,41,16,5
76388,Sports,2.26,4.75,495,42,53,55,92,70,70,58,37,10,6,2,0,0
17532,Medical,1.22,0.45,248,5,21,42,16,20,17,22,23,24,19,16,18,5
98151,Home,49.13,45.76,484,40,69,60,109,65,57,41,22,11,10,0,0,0
40736,Office,2.94,3.91,251,6,18,44,15,21,20,21,24,15,25,17,17,8
34367,Hygiene,0.29,0.61,125,2,10,11,16,18,24,14,11,15,1,3,0,0
79361,Sports,9.76,13.19,225,0,0,0,0,5,5,40,25,60,41,27,14,8
10456,Clothing,0.38,2.06,268,6,24,42,27,24,23,25,17,15,22,22,15,6
66198,Office,3.38,3.9,253,86,83,51,24,4,4,1,0,0,0,0,0,0
87564,Office,1.87,4.61,487,44,57,57,102,58,68,45,26,19,9,2,0,0
70017,Hygiene,0.43,0.57,220,0,0,0,0,2,5,31,26,30,54,47,19,6
90023,Clothing,0.4,5.19,116,7,8,13,13,11,13,16,20,9,6,0,0,0
20700,Clothing,0.57,4.43,469,50,47,52,84,79,67,34,28,18,5,5,0,0
85720,Sports,5.22,15.5,311,160,63,38,22,13,10,5,0,0,0,0,0,0
19790,Electronics,9.26,0.06,280,4,28,48,24,23,24,23,21,18,20,23,20,4
59987,Hygiene,2.01,0.48,492,55,59,72,99,78,40,46,21,14,8,0,0,0
85232,Office,3,3.33,269,4,25,44,16,29,30,15,19,17,19,24,20,7
31704,Office,2.62,7.02,203,0,0,0,0,0,8,25,25,45,34,48,11,7
46484,Hygiene,0.35,0.31,252,104,55,61,16,5,8,3,0,0,0,0,0,0
37024,Medical,0.9,0.71,113,4,6,11,12,12,20,12,14,16,5,1,0,0
76484,Home,10.86,46.8,145,3,10,13,16,18,12,27,25,14,4,3,0,0
92013,Medical,1.08,2.63,513,60,60,56,103,57,58,58,39,12,9,1,0,0
11997,Clothing,0.38,0.63,180,0,0,0,0,0,10,18,25,22,43,39,18,5
69049,Office,4.33,3,133,9,9,15,13,10,19,19,19,12,6,2,0,0
53935,Electronics,9.91,2.08,171,0,0,0,0,4,3,12,22,23,54,38,10,5
97847,Hygiene,2.06,0.68,480,51,40,79,97,76,47,45,25,12,6,2,0,0
33273,Clothing,0.57,6.4,456,32,45,50,84,79,67,39,39,10,10,1,0,0
43079,Sports,1.06,2.94,480,52,43,80,83,50,65,48,31,15,10,3,0,0
73436,Sports,9.55,10.93,123,6,11,14,12,20,11,19,17,11,2,0,0,0
41459,Medical,2.44,1.83,337,178,45,62,25,20,2,5,0,0,0,0,0,0
13516,Hygiene,2.61,0.47,261,6,23,41,24,19,24,17,20,24,18,22,16,7
47738,Sports,6.72,12.18,203,0,0,0,0,3,5,18,26,37,31,57,19,7
67185,Electronics,4.34,1.12,328,161,90,39,24,9,1,4,0,0,0,0,0,0
66082,Office,4.9,7.8,313,134,92,35,29,18,2,3,0,0,0,0,0,0
32022,Sports,18.57,22.81,198,0,0,0,0,4,6,18,26,37,40,51,13,3
31559,Home,62.11,23.36,134,10,6,10,14,18,24,14,19,13,4,2,0,0
43917,Office,3.53,2.28,480,30,63,67,91,72,47,54,38,10,7,1,0,0
37021,Hygiene,3.22,0.61,267,91,80,53,25,4,10,4,0,0,0,0,0,0
80853,Sports,6.44,4.89,132,6,7,14,13,17,21,17,12,17,5,3,0,0
64644,Office,6.55,3.86,273,5,28,41,27,21,28,18,24,15,24,18,19,5
75643,Clothing,0.52,8.16,454,34,67,65,82,56,43,54,22,17,9,5,0,0
61929,Sports,18.18,6.32,217,93,60,41,11,4,8,0,0,0,0,0,0,0
97295,Sports,29.25,4.04,268,6,21,44,16,25,22,22,17,21,25,25,16,8
61835,Medical,2.17,0.56,133,5,6,11,15,17,22,23,12,14,5,3,0,0
72222,Electronics,16.36,3.3,488,39,58,64,109,79,61,35,27,10,6,0,0,0
34262,Clothing,0.39,2.37,236,114,58,34,17,7,5,1,0,0,0,0,0,0
67323,Office,5.96,6.03,119,2,5,13,16,9,10,20,24,15,5,0,0,0
89828,Hygiene,2.21,0.49,126,2,13,14,11,17,16,20,17,11,3,2,0,0
79022,Sports,12.93,26.42,359,184,57,66,26,13,10,3,0,0,0,0,0,0
21763,Medical,2.93,1.87,229,0,0,0,0,0,7,29,31,48,46,38,20,10
65609,Hygiene,2.5,0.5,507,58,59,51,102,75,49,57,26,17,10,3,0,0
80068,Electronics,4.99,1.61,128,3,10,8,13,11,14,28,15,17,6,3,0,0
90090,Office,5.74,5.72,218,0,0,0,0,1,4,34,34,56,42,20,17,10
84737,Clothing,0.51,5.26,464,34,50,52,110,61,47,59,32,11,7,1,0,0
16476,Sports,12.97,13.41,188,0,0,0,0,4,8,18,32,32,52,20,19,3
57898,Hygiene,3.43,0.4,265,6,15,50,26,27,27,19,15,15,19,23,18,5
69642,Medical,0.53,0.96,125,9,11,8,13,15,14,15,22,14,3,1,0,0
22671,Electronics,2.59,3.65,469,32,55,66,81,80,55,40,32,19,9,0,0,0
84325,Home,34.34,75.03,261,6,22,40,29,17,28,16,19,25,15,19,18,7
17930,Clothing,0.49,4.07,496,36,58,75,105,61,46,55,39,10,10,1,0,0
85157,Medical,2.28,1.55,156,8,8,15,14,20,23,25,22,15,4,2,0,0
22485,Medical,2.01,1.74,131,7,5,8,13,20,20,25,20,7,6,0,0,0
58459,Medical,2.24,3.58,258,7,26,41,19,18,25,19,21,21,18,17,18,8
91886,Sports,15.96,4.58,258,126,44,41,19,20,5,3,0,0,0,0,0,0
27150,Electronics,10.18,0.09,355,170,85,56,26,11,7,0,0,0,0,0,0,0
40718,Home,77.97,42.84,316,126,86,63,11,17,9,4,0,0,0,0,0,0
24744,Sports,25.15,6.13,472,59,43,52,101,74,62,32,30,11,5,3,0,0
37705,Office,3.63,3.52,215,0,0,0,0,2,4,14,20,41,56,59,15,4
62076,Sports,2.83,10.94,325,161,71,64,16,7,5,1,0,0,0,0,0,0
66832,Medical,1.14,2.52,307,148,86,39,11,17,6,0,0,0,0,0,0,0
43167,Electronics,8.28,1.07,490,60,47,65,81,70,49,55,33,19,7,4,0,0
27355,Office,2.51,3.99,486,45,62,77,107,67,50,30,24,16,5,3,0,0
47129,Office,4.53,3.02,236,0,0,0,0,0,3,25,33,59,44,52,19,1
34115,Sports,13.61,6.32,267,7,28,46,16,28,23,20,20,21,19,19,16,4
26386,Hygiene,4.5,0.54,116,6,11,8,14,17,15,16,14,12,3,0,0,0
56856,Medical,2.27,2.18,450,37,55,55,97,69,48,33,38,13,5,0,0,0
20202,Hygiene,2,0.61,275,109,66,45,29,11,10,5,0,0,0,0,0,0
89745,Clothing,0.6,3.16,249,6,22,40,15,19,28,17,15,23,21,23,16,4
42508,Sports,12.23,7.22,214,0,0,0,0,2,8,36,21,44,33,56,13,1
27916,Medical,5.1,1.12,533,59,70,66,84,67,69,59,33,18,6,2,0,0
85054,Sports,14.31,15.89,122,1,13,9,10,18,23,18,19,9,1,1,0,0
23293,Electronics,15.89,3.71,344,160,77,66,21,18,2,0,0,0,0,0,0,0
22258,Sports,3.78,22.15,127,10,12,12,7,8,22,21,13,15,4,3,0,0
24631,Clothing,0.48,6.82,265,7,15,46,26,29,15,25,17,23,21,17,18,6
24537,Hygiene,3.09,0.61,168,0,0,0,0,3,3,19,34,21,50,24,13,1
65299,Office,4.17,6.31,212,0,0,0,0,3,6,33,26,40,57,23,20,4
64659,Clothing,0.59,6.3,415,40,54,54,82,54,44,47,22,12,6,0,0,0
43063,Home,40.37,35.32,119,7,10,11,7,15,14,21,19,9,5,1,0,0
30947,Sports,17.83,1.91,502,38,60,60,109,77,56,43,33,19,7,0,0,0
76857,Home,42.96,25.81,129,10,7,15,15,18,16,16,14,11,5,2,0,0
42130,Office,2.65,3.6,320,153,70,67,11,14,5,0,0,0,0,0,0,0
28577,Hygiene,1.02,0.35,207,0,0,0,0,5,7,36,34,24,35,37,19,10
22763,Electronics,11.5,1.76,512,39,68,76,85,70,52,58,39,15,10,0,0,0
22537,Sports,13.62,6.21,486,30,48,75,101,72,70,41,26,16,5,2,0,0
97171,Hygiene,2.44,0.43,206,0,0,0,0,5,7,24,27,55,35,35,12,6
74252,Office,2.13,2.92,462,55,42,51,81,72,46,56,26,20,8,5,0,0
36550,Office,0.67,0.61,503,55,60,51,100,68,67,45,33,11,10,3,0,0
21219,Medical,0.3,3.63,186,0,0,0,0,2,6,15,37,39,39,37,10,1
76057,Electronics,17.53,1.16,364,197,79,54,17,13,0,4,0,0,0,0,0,0
97525,Clothing,0.48,3.09,133,6,5,7,16,17,20,22,25,7,6,2,0,0
81353,Hygiene,2,0.39,113,5,10,12,7,10,19,12,20,16,1,1,0,0
87204,Medical,1.68,0.13,121,6,11,8,9,12,14,25,20,11,2,3,0,0
23737,Hygiene,2.43,0.42,439,45,55,60,84,50,56,47,26,10,6,0,0,0
80838,Hygiene,2.98,0.46,192,0,0,0,0,5,7,34,26,34,36,34,15,1
67516,Home,17.48,65.96,468,34,50,73,104,52,52,38,40,16,8,1,0,0
22311,Home,18.04,23.11,274,7,25,49,23,17,17,21,23,24,25,22,17,4
82251,Clothing,0.49,3.93,278,8,27,45,25,27,27,19,18,16,17,22,20,7
62114,Hygiene,3.51,0.62,137,9,14,8,17,19,18,16,13,17,4,2,0,0
83553,Electronics,7.04,1.87,321,197,46,35,24,11,7,1,0,0,0,0,0,0
50041,Office,6.06,1.74,272,6,19,48,27,23,27,16,15,25,20,22,17,7
46501,Electronics,4.02,3.09,257,7,15,47,17,24,25,19,19,23,16,20,20,5
86545,Sports,20.21,11.53,231,0,0,0,0,1,6,37,37,52,39,40,17,2
30160,Home,40.22,20.6,251,0,0,0,0,4,8,30,25,57,52,50,16,9
49410,Medical,3.02,2.24,112,2,13,11,10,13,10,14,19,15,3,2,0,0
99299,Sports,20.52,17.95,111,5,11,9,8,10,11,22,22,8,3,2,0,0
55020,Home,35.49,66.44,429,44,44,64,83,73,46,31,21,13,9,1,0,0
70668,Clothing,0.63,8.08,179,0,0,0,0,3,8,26,21,29,36,31,16,9
14676,Medical,4.14,0.52,310,144,83,56,10,10,3,4,0,0,0,0,0,0
77728,Hygiene,0.93,0.63,286,91,86,68,22,12,5,2,0,0,0,0,0,0
78155,Medical,4.83,2.06,253,0,0,0,0,2,7,38,28,38,60,60,14,6
98652,Electronics,4.36,2.11,270,4,29,40,22,30,17,22,24,15,20,25,15,7
85468,Sports,20.42,12.05,108,5,6,11,7,8,19,22,15,7,5,3,0,0
26729,Medical,2.34,0.99,279,4,23,43,23,26,30,25,24,19,16,25,17,4
17312,Home,62.87,66.95,496,52,60,58,92,70,60,53,26,18,7,0,0,0
34986,Electronics,21.45,2.3,455,40,56,62,101,53,52,32,36,15,7,1,0,0
11764,Hygiene,1.2,0.51,248,8,16,43,20,18,19,20,24,21,16,24,15,4
18134,Hygiene,2.01,0.43,188,0,0,0,0,5,5,27,32,21,32,50,15,1
67162,Home,41.81,79.71,346,194,84,33,27,4,3,1,0,0,0,0,0,0
49742,Hygiene,4.07,0.52,251,4,15,40,17,27,18,25,23,15,17,25,18,7
60385,Home,12.74,40.67,490,59,54,50,109,74,54,43,24,16,6,1,0,0
68447,Home,29.41,36.71,117,8,6,12,12,11,16,17,16,15,4,0,0,0
37487,Medical,1.87,2.02,378,198,99,43,11,12,10,5,0,0,0,0,0,0
89669,Office,6.18,5.98,182,0,0,0,0,5,7,22,21,34,44,31,13,5
12332,Home,35.67,44.61,140,6,11,13,14,10,19,28,20,12,5,2,0,0
15031,Medical,3.56,0.5,274,5,27,50,20,23,26,24,23,17,16,15,20,8
34111,Home,78.7,39.9,184,0,0,0,0,1,9,31,30,47,35,20,10,1
41613,Sports,7.86,17.27,309,197,43,48,15,6,0,0,0,0,0,0,0,0
41878,Hygiene,2.47,0.5,255,5,19,48,17,18,18,25,25,21,16,22,17,4
34155,Sports,4.32,8.63,219,0,0,0,0,5,6,36,21,37,59,44,10,1
46802,Hygiene,1.15,0.58,260,6,28,43,27,29,25,16,16,17,15,18,16,4
57270,Hygiene,1.18,0.5,173,0,0,0,0,2,9,19,34,25,43,25,11,5
45427,Sports,15.01,4.62,497,52,61,74,95,62,64,36,30,17,6,0,0,0
40190,Home,74.24,54.22,270,8,28,49,16,17,27,20,21,21,20,24,15,4
70572,Sports,30.48,4.67,455,30,69,54,89,61,57,43,29,14,6,3,0,0
24961,Sports,15.19,5.9,291,129,92,37,19,9,4,1,0,0,0,0,0,0
20559,Home,59.15,47.74,264,6,21,46,15,27,25,23,15,25,18,24,15,4
21822,Sports,9.06,23.02,207,0,0,0,0,5,4,28,28,44,36,44,10,8
50106,Hygiene,2.25,0.48,485,41,70,56,100,72,42,44,38,11,6,5,0,0
48064,Home,55.82,42.87,247,5,15,48,22,26,16,24,15,19,19,16,16,6
26420,Office,2.1,4.51,207,0,0,0,0,3,7,25,35,34,37,42,18,6
48560,Hygiene,1.05,0.64,139,9,11,15,17,9,19,23,22,10,2,2,0,0
90891,Office,1.89,5.73,219,0,0,0,0,4,7,26,39,60,34,26,18,5
43961,Clothing,0.62,1.67,114,9,14,8,12,12,14,13,17,11,4,0,0,0
65870,Sports,11.97,16.42,483,31,63,78,92,69,70,39,20,14,7,0,0,0
81976,Office,2.47,1.23,108,2,10,10,9,18,14,13,19,7,6,0,0,0
20169,Clothing,0.57,2.28,489,47,46,74,84,80,53,55,23,15,7,5,0,0
49541,Clothing,0.5,3.21,483,34,69,68,101,73,43,50,21,14,9,1,0,0
44891,Clothing,0.52,6.66,193,0,0,0,0,1,8,20,31,21,33,58,13,8
50040,Clothing,0.45,1.65,210,0,0,0,0,2,4,15,36,29,58,47,11,8
71081,Hygiene,4.26,0.7,220,0,0,0,0,5,7,32,38,44,35,31,19,9
75947,Home,65.42,33.45,113,5,9,10,13,17,10,13,18,9,6,3,0,0
21587,Home,61.07,38.35,252,0,0,0,0,3,10,31,36,43,53,56,11,9
82336,Hygiene,2.32,0.42,196,0,0,0,0,0,3,13,32,48,33,48,14,5
51030,Hygiene,1.45,0.53,271,6,30,44,24,25,15,22,23,17,21,18,20,6
25502,Office,2.01,5.72,218,0,0,0,0,1,9,33,30,48,34,37,19,7
26794,Electronics,5.03,0.94,502,60,57,52,98,80,61,47,20,19,8,0,0,0
28622,Sports,13.68,10.12,135,7,5,9,15,16,25,19,23,11,2,3,0,0
93176,Office,0.18,2.7,218,0,0,0,0,5,9,17,34,35,46,51,16,5
21198,Sports,20.48,12.58,227,0,0,0,0,3,4,40,30,43,43,46,10,8
24310,Office,3.22,2.81,130,8,8,14,14,9,21,14,22,15,2,3,0,0
35857,Hygiene,2.53,0.58,496,35,55,68,101,58,64,55,39,13,7,1,0,0
52499,Clothing,0.4,4.96,256,86,54,69,24,11,7,5,0,0,0,0,0,0
94664,Hygiene,1.53,0.49,267,4,20,46,22,27,29,19,18,19,22,18,19,4
45119,Medical,2.53,1.75,292,7,23,50,25,27,29,19,22,18,24,25,18,5
32538,Clothing,0.37,3.61,252,7,20,48,17,15,18,18,25,18,20,23,15,8
25027,Clothing,0.66,1.5,260,4,24,41,24,17,25,21,24,17,23,19,17,4
98580,Hygiene,0.43,0.59,289,5,29,48,28,29,29,16,18,22,21,19,17,8
35490,Medical,2.03,2.92,254,6,18,46,19,15,24,18,22,17,25,21,16,7
